McMahon_aband
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Ti	Ti	Ti	Ti	Cr	Cr	Cr	Cr	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Co	Co	Co	Co	Ni	Ni	Ni	Ni	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Ga	Ga	Ga	Ga	Ge	Ge	Ge	Ge	As	As	As	As	Se	Se	Se	Se	Br	Br	Br	Br	Sr	Sr	Sr	Sr	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Ru	Ru	Ru	Ru	Rh	Rh	Rh	Rh	Pd	Pd	Pd	Pd	Ag	Ag	Ag	Ag	Cd	Cd	Cd	Cd	In	In	In	In	Sn	Sn	Sn	Sn	Sb	Sb	Sb	Sb	I	I	I	I	Cs	Cs	Cs	Cs	Ba	Ba	Ba	Ba	Ta	Ta	Ta	Ta	W	W	W	W	Ir	Ir	Ir	Ir	Pt	Pt	Pt	Pt	Au	Au	Au	Au	Hg	Hg	Hg	Hg	Tl	Tl	Tl	Tl	Pb	Pb	Pb	Pb	Bi	Bi	Bi	Bi	
TM.N.4.10-20.16	TQ Powders	8/23/2018 12:17:16 PM	10.6307	0.3376	0.0088	9.2077	0.012	17.26	0.04	883.1284	0.0013	19.67	0.03	1916.9162	0.00001	0.04204	0.00092	12.6484	0.0016	0.01399	0.00048	5.7870	0.00063	0.00108	0.00013	2.2860	0.00065	0.5336	0.0012	1387.1657	0.00001	0.00554	0.00019	35.2712	0.00048	7783	9	7589.8846	0.1	71.5	0.6	179.5653	0.3	126.1	0.6	412.4270	0.4	41950	40	25837.3650	0.1	< 11	(7.4)	2.9287	11	40.0	0.8	48.3687	1.2	42.6	0.8	65.4603	0.9	18.5	0.4	40.3873	0.6	19.3	0.4	58.4292	0.6	< 0.5	(0.0)	0.0000	0.5	5.3	0.3	24.0893	0.3	< 0.5	(0.0)	0.0000	0.5	5.3	0.2	32.7302	0.3	13.5	0.2	147.6994	0.3	492.2	1.6	894.8334	0.1	27.1	0.5	50.5513	0.9	2.8	0.3	9.2865	1.2	1.3	0.2	4.0191	0.5	< 0.5	(0.0)	0.0000	0.5	0.5	0.1	3.2078	0.5	3.4	0.1	36.2846	0.8	2.5	0.3	6.2284	0.7	4.0	0.2	16.1764	0.7	6.9	0.3	18.1735	0.9	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	8.0133	0.7	< 1.0	(0.0)	7.9010	1.0	168.9	2.3	285.8334	8.6	< 1.6	(0.0)	18.3101	1.6	2.1	0.3	5.5221	1.4									2.5	0.4	4.7732	0.9	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	15.7	0.5	38.8000	0.6	< 0.5	(0.0)	0.0000	0.5	
TM.N.2.40-60.16	TQ Powders	8/23/2018 12:38:39 PM	10.2997	0.2268	0.0067	7.7229	0.012	16.76	0.04	850.2559	0.0037	20.90	0.03	2028.3694	0.00001	0.03030	0.00078	10.0355	0.0016	0.00887	0.00041	3.9758	0.00064	0.00137	0.00016	2.4716	0.00065	0.3209	0.0009	822.2864	0.00001	0.00283	0.00013	21.6034	0.00039	6899	8	6686.2167	0.1	69.2	0.6	173.1061	0.3	180.9	0.7	590.9735	0.4	37320	40	22950.8698	0.1	< 3.0	(0.0)	1.6814	3.0	34.4	0.8	42.8154	1.2	30.9	0.8	48.8048	0.8	16.3	0.4	36.5514	0.6	17.2	0.4	53.8270	0.6	< 0.5	(0.0)	0.0000	0.5	2.4	0.3	11.6270	0.3	< 0.5	(0.0)	0.0000	0.5	4.9	0.2	31.1885	0.2	10.6	0.2	119.9184	0.2	440.2	1.5	812.2589	0.1	26.5	0.5	49.8584	0.9	3.0	0.3	9.6916	1.1	0.9	0.2	2.8876	0.5	< 0.3	(0.3)	0.8675	0.3	< 0.6	(0.0)	1.8962	0.6	3.0	0.1	35.3954	0.8	2.3	0.3	5.6390	0.7	3.7	0.2	15.3182	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	10.1997	0.7	< 1.0	(0.0)	6.7296	1.0	146.1	2.2	252.4026	8.9	< 1.6	(0.0)	20.6055	1.6	< 1.4	(0.6)	4.1211	1.4									2.3	0.4	4.5167	0.8	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	23.7	0.5	59.9372	0.6	< 0.5	(0.0)	0.0000	0.5	
TM.N.3.40-60.16	TQ Powders	8/23/2018 12:53:36 PM	10.5655	0.2247	0.0066	7.6971	0.012	17.69	0.04	895.8396	0.0012	19.39	0.03	1864.9097	0.00001	0.02576	0.00067	9.8557	0.0016	0.00898	0.00043	3.7835	0.00064	0.00120	0.00014	2.3655	0.00064	0.2913	0.0009	755.1830	0.00001	0.00275	0.00012	22.7048	0.00037	7687	9	7533.7672	0.1	74.4	0.6	187.8270	0.3	137.6	0.6	453.4481	0.4	42030	40	25998.1982	0.1	< 3.0	(0.0)	1.6696	3.0	38.3	0.8	46.6027	1.2	37.4	0.8	57.7071	0.9	17.3	0.4	37.9634	0.6	19.9	0.4	60.3964	0.6	< 0.5	(0.0)	0.0000	0.5	4.8	0.3	21.9063	0.3	< 0.5	(0.0)	0.0000	0.5	4.4	0.2	27.0607	0.3	10.0	0.2	110.2598	0.3	497.4	1.6	903.2343	0.1	28.9	0.5	53.4930	0.9	3.3	0.3	10.2747	1.2	1.2	0.2	3.8546	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.6	(0.3)	2.4169	0.5	4.4	0.1	37.9384	0.8	2.1	0.3	5.2427	0.7	3.8	0.2	15.4927	0.7	< 0.5	(0.0)	0.0000	0.5	< 1.3	(0.0)	4.2760	1.3	< 0.7	(0.0)	12.5305	0.7	< 1.0	(0.0)	5.9864	1.0	71.5	1.6	167.6677	8.6	< 1.6	(0.0)	17.3345	1.6	1.4	0.2	4.8631	1.2									2.3	0.4	4.4485	0.9	< 0.7	(0.0)	2.8349	0.7	< 0.7	(0.0)	0.0000	0.7	13.5	0.5	33.3805	0.6	< 0.5	(0.0)	0.0000	0.5	
TM.N.4.40-60.16	TQ Powders	8/23/2018 1:08:33 PM	10.4348	0.2946	0.0080	8.6394	0.012	17.52	0.04	895.6276	0.0011	18.95	0.03	1839.6731	0.00001	0.03407	0.00080	11.4161	0.0016	0.00880	0.00042	3.8009	0.00063	0.00078	0.00011	2.0817	0.00064	0.5110	0.0012	1340.0311	0.00001	0.00293	0.00015	23.1265	0.00048	7601	9	7488.5542	0.1	70.0	0.6	177.9096	0.3	145.0	0.6	479.4555	0.4	40320	40	25047.8347	0.1	< 11	(4.1)	2.4668	10	37.0	0.8	45.5341	1.2	39.8	0.8	62.0951	0.9	16.6	0.4	36.8332	0.6	18.5	0.4	57.1503	0.6	< 0.5	(0.0)	0.0000	0.5	4.5	0.3	20.5190	0.3	< 0.5	(0.0)	0.0000	0.5	3.3	0.2	21.0123	0.3	12.6	0.2	139.9662	0.3	497.2	1.6	912.1240	0.1	26.9	0.5	50.6178	0.9	3.1	0.3	9.9428	1.2	1.3	0.2	3.9746	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.6	(0.2)	2.2907	0.5	2.3	0.1	34.3107	0.8	2.0	0.3	4.8166	0.7	3.8	0.2	15.5766	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	6.8101	0.7	< 1.0	(0.0)	7.4292	1.0	187.8	2.4	306.3939	8.6	< 1.6	(0.0)	17.2561	1.6	2.1	0.3	5.5838	1.4									2.0	0.4	3.9356	0.8	< 0.7	(0.0)	2.0631	0.7	< 0.7	(0.0)	0.0000	0.7	15.1	0.5	37.8311	0.6	< 0.5	(0.0)	0.0000	0.5	
TM.N.1.40-60.16	TQ Powders	8/23/2018 1:23:42 PM	11.1144	0.1030	0.0036	6.1900	0.012	18.29	0.04	969.3643	0.0013	15.22	0.03	1522.4193	0.00048	0.02748	0.00073	9.9205	0.0016	0.01019	0.00045	4.6632	0.00065	0.00171	0.00017	2.8221	0.00061	0.1207	0.0006	339.7440	0.00022	0.00276	0.00008	28.2228	0.00027	10920	10	11604.8622	0.1	86.9	0.7	232.2832	0.3	174.7	0.6	614.3958	0.4	56120	50	36765.5983	0.1	< 3.0	(0.0)	1.6824	3.0	46.6	1.0	55.0117	1.4	49.6	0.9	73.5982	1.0	26.7	0.6	56.2936	0.7	29.8	0.5	85.9358	0.7	< 0.5	(0.0)	0.0000	0.5	8.8	0.4	38.0943	0.4	< 0.5	(0.0)	0.0000	0.5	11.9	0.2	70.3670	0.3	8.7	0.2	91.2768	0.3	454.1	1.6	799.6906	0.1	39.3	0.6	69.4254	0.9	3.3	0.3	10.3013	1.2	1.3	0.2	3.8583	0.5	0.6	0.2	1.4221	0.5	0.3	0.1	2.6588	0.3	3.2	0.1	35.7515	0.8	2.6	0.3	6.2203	0.7	3.7	0.2	15.1118	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.9168	0.5	< 0.7	(0.0)	11.2411	0.7	< 1.0	(0.0)	11.2411	1.0	< 1.5	(0.0)	81.1736	1.5	< 1.6	(0.0)	16.5302	1.6	< 1.7	(1.0)	4.7935	1.7									< 1.0	(0.6)	1.3486	1.0	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	18.4	0.7	43.6355	0.7	< 0.5	(0.0)	0.0000	0.5	
TM.A.1.40-60.16	TQ Powders	8/23/2018 1:38:38 PM	9.9768	0.0815	0.0028	5.9249	0.011	17.23	0.04	898.6234	0.0033	20.33	0.03	1952.0841	0.00001	0.02533	0.00072	8.2597	0.0016	0.01213	0.00046	4.7445	0.00060	0.00153	0.00016	2.5598	0.00063	0.05126	0.00039	127.1232	0.00025	0.00162	0.00006	14.5759	0.00022	7619	9	7083.2804	0.1	65.9	0.6	157.0472	0.3	158.2	0.6	494.1952	0.4	30340	30	18992.4796	0.1	< 11	(0.0)	1.8343	11	22.6	0.7	30.2546	1.1	8.1	0.6	13.5970	0.8	12.4	0.4	29.4761	0.5	15.4	0.4	48.6291	0.6	< 0.6	(0.6)	1.3864	0.6	4.8	0.2	23.3334	0.3	< 0.5	(0.0)	0.0000	0.5	4.5	0.1	29.4974	0.2	2.7	0.1	33.3792	0.2	324.8	1.2	664.4856	0.2	23.9	0.4	49.7962	0.8	2.9	0.3	10.1400	1.0	1.3	0.2	4.2343	0.5	< 0.1	(0.1)	0.3219	0.1	0.4	0.1	2.9714	0.4	4.3	0.1	38.0219	0.8	2.9	0.3	7.5276	0.7	3.9	0.2	16.2314	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	8.5924	0.7	< 1.0	(0.0)	7.3790	1.0	< 1.5	(0.0)	23.9695	1.5	< 1.6	(0.0)	19.3877	1.6	< 1.2	(0.0)	3.2526	1.2									2.0	0.4	4.1271	0.8	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	7.6	0.4	21.6698	0.5	< 0.5	(0.0)	0.0000	0.5	
TM.A.2.40-60.16	TQ Powders	8/23/2018 1:53:34 PM	9.7943	0.0523	0.0019	5.5174	0.011	15.89	0.04	827.4218	0.0041	21.55	0.03	2087.7959	0.00001	0.01487	0.00045	7.4352	0.0016	0.00931	0.00048	3.6384	0.00058	0.00346	0.00024	3.8259	0.00063	0.04435	0.00037	108.7182	0.00024	0.00275	0.00009	18.1736	0.00021	6890	8	6325.5245	0.1	57.1	0.5	136.5965	0.3	147.5	0.6	456.4100	0.4	26970	30	16765.7428	0.1	< 3.0	(0.0)	0.6563	3.0	21.1	0.7	28.6006	1.1	5.9	0.6	10.0452	0.8	12.7	0.4	30.6859	0.5	14.2	0.4	45.7060	0.6	< 0.5	(0.0)	0.0000	0.5	4.3	0.2	21.4134	0.3	< 0.5	(0.0)	0.0000	0.5	4.2	0.1	27.8173	0.2	2.2	0.1	27.7009	0.2	396.5	1.4	823.7898	0.1	23.9	0.4	50.6331	0.8	3.7	0.3	12.2457	1.0	1.3	0.2	4.3549	0.5	0.6	0.2	1.6253	0.6	0.5	0.1	3.0521	0.4	3.7	0.1	37.0350	0.8	2.4	0.3	6.1539	0.7	4.2	0.2	17.2954	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	15.2731	0.7	< 1.0	(0.0)	8.1514	1.0	< 1.5	(0.0)	17.7297	1.5	< 1.6	(0.0)	18.9048	1.6	1.4	0.2	4.8268	1.3									2.7	0.4	5.5571	0.8	< 0.7	(0.0)	1.8735	0.7	< 0.7	(0.0)	0.0000	0.7	6.8	0.4	19.6881	0.5	< 0.5	(0.0)	0.0000	0.5	
TM.A.3.40-60.16	TQ Powders	8/23/2018 2:08:28 PM	9.9104	0.0358	0.0014	5.3011	0.011	15.69	0.04	821.1086	0.0048	22.23	0.03	2147.4315	0.00001	0.01726	0.00054	7.0896	0.0016	0.01208	0.00046	4.5341	0.00059	0.00105	0.00013	2.2139	0.00063	0.04515	0.00037	108.2287	0.00024	0.00147	0.00006	12.4596	0.00021	6689	8	5990.1332	0.1	54.0	0.5	125.6938	0.3	133.6	0.6	403.3098	0.4	26270	30	15954.8235	0.1	< 3.0	(0.0)	1.1465	3.0	19.6	0.6	26.3893	1.1	6.4	0.6	10.7454	0.8	12.0	0.4	28.4529	0.5	13.9	0.4	44.1802	0.6	< 0.5	(0.0)	0.0000	0.5	3.6	0.2	17.6450	0.3	< 0.5	(0.0)	0.0000	0.5	3.6	0.1	23.7525	0.2	2.2	0.1	26.8270	0.2	343.0	1.3	707.0946	0.5	22.0	0.4	46.5711	0.8	2.9	0.3	10.3396	1.0	0.8	0.2	2.8468	0.5	0.7	0.2	1.8485	0.6	< 0.5	(0.0)	0.0000	0.5	2.8	0.1	35.4675	0.8	2.5	0.3	6.5932	0.6	3.6	0.2	15.5525	0.6	< 0.5	(0.0)	0.0000	0.5	< 1.2	(0.0)	4.1777	1.2	< 0.7	(0.0)	10.7339	0.7	< 1.0	(0.0)	7.9364	1.0	< 1.5	(0.0)	17.0806	1.5	< 1.6	(0.0)	20.2089	1.6	< 1.2	(0.0)	3.3977	1.2									2.6	0.4	5.2216	0.8	< 0.7	(0.0)	1.4591	0.7	< 0.7	(0.0)	0.0000	0.7	5.0	0.4	14.2577	0.5	< 0.5	(0.0)	0.0000	0.5	
TM.A.4.40-60.16	TQ Powders	8/23/2018 2:23:24 PM	10.0374	0.1172	0.0041	5.8555	0.017	22.68	0.05	832.5527	0.0058	25.29	0.04	2020.7387	0.00001	0.02247	0.00067	7.7072	0.0017	0.01246	0.00049	4.4498	0.00063	0.00312	0.00023	3.4804	0.00067	0.05225	0.00040	124.3197	0.00025	0.00195	0.00007	14.7877	0.00022	7045	8	6466.6009	0.1	55.6	0.5	133.9665	0.3	129.2	0.6	405.8739	0.4	30720	30	16834.9935	0.1	< 3.0	(0.0)	0.8890	3.0	25.2	0.7	31.0202	1.2	10.5	0.6	16.1272	0.9	13.3	0.4	29.4514	0.6	13.7	0.3	45.5159	0.6	< 0.5	(0.0)	0.0000	0.5	4.6	0.3	20.5930	0.3	< 0.5	(0.0)	0.0000	0.5	4.3	0.1	28.5729	0.2	2.8	0.1	30.3823	0.3	423.3	1.6	711.3218	0.1	26.9	0.5	46.0622	1.0	1.9	0.3	6.9694	1.2	1.2	0.2	3.7756	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.9091	0.4	3.8	0.1	36.8151	0.9	2.4	0.3	5.6201	0.7	4.0	0.2	15.6594	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	7.8854	0.7	< 1.0	(0.0)	8.6653	1.0	< 1.5	(0.0)	26.4168	1.5	< 1.6	(0.0)	19.0138	1.6	1.7	0.2	5.1247	1.3									2.5	0.4	5.0620	0.8	< 0.7	(0.0)	1.8198	0.7	< 0.1	(0.1)	0.3556	0.1	6.6	0.5	15.5101	0.6	< 0.5	(0.0)	0.0000	0.5	
TM.A.1.10-20.16	TQ Powders	8/23/2018 2:38:18 PM	9.8656	0.0700	0.0025	5.7571	0.011	16.48	0.04	849.0106	0.0034	20.67	0.03	1971.3788	0.00001	0.02631	0.00069	8.9879	0.0016	0.01716	0.00051	6.4744	0.00057	0.00110	0.00013	2.2615	0.00063	0.04962	0.00039	121.0744	0.00024	0.00315	0.00009	19.8684	0.00021	7183	8	6561.9952	0.1	66.1	0.5	155.7480	0.5	165.2	0.7	507.9102	0.5	27450	30	16959.5295	0.1	< 3.0	(0.0)	0.7696	3.0	20.9	0.7	28.2224	1.1	6.1	0.6	10.3212	0.8	11.2	0.4	26.6938	0.5	13.7	0.4	43.8571	0.6	< 0.5	(0.0)	0.0000	0.5	3.1	0.2	15.3394	0.3	< 0.5	(0.0)	0.0000	0.5	3.6	0.1	23.5415	0.2	2.6	0.1	32.6714	0.2	370.8	1.3	766.3108	0.1	22.1	0.4	46.7992	0.8	3.9	0.3	12.7803	1.0	0.9	0.2	3.0341	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.3)	2.5140	0.5	3.5	0.1	36.7186	0.8	2.1	0.3	5.3127	0.7	3.9	0.2	16.4088	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.0650	0.5	< 0.7	(0.0)	6.3902	0.7	< 1.0	(0.0)	6.7741	1.0	< 1.5	(0.0)	16.5203	1.5	< 1.6	(0.0)	21.4963	1.6	< 1.2	(0.0)	3.3420	1.2									2.2	0.4	4.4068	0.8	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	5.2	0.4	15.0442	0.5	< 0.5	(0.0)	0.0000	0.5	
TM.A.2.10-20.16	TQ Powders	8/23/2018 2:53:12 PM	9.7710	0.0493	0.0018	5.4780	0.011	16.05	0.04	823.5105	0.0040	21.18	0.03	2009.9167	0.00001	0.02928	0.00078	8.7995	0.0016	0.01822	0.00052	6.7906	0.00055	0.00313	0.00023	3.5718	0.00063	0.04778	0.00038	114.6156	0.00024	0.00487	0.00011	25.7298	0.00021	6614	8	5931.7215	0.1	58.3	0.5	135.1545	0.5	148.8	0.6	450.1673	0.5	24690	30	15032.7420	0.1	< 11	(0.0)	1.5263	11	20.4	0.7	27.6076	1.0	5.2	0.5	8.9187	0.8	9.9	0.3	23.8906	0.5	13.1	0.3	42.3302	0.6	< 0.5	(0.0)	0.0000	0.5	3.9	0.2	19.0522	0.3	< 0.5	(0.0)	0.0000	0.5	3.5	0.1	22.8834	0.2	2.0	0.1	25.3441	0.2	317.7	1.2	661.6813	0.1	20.3	0.4	43.4600	0.8	2.8	0.3	10.0788	0.9	1.1	0.2	3.7393	0.5	0.5	0.2	1.4115	0.5	0.8	0.1	4.1850	0.5	4.2	0.1	38.0368	0.8	2.5	0.3	6.4633	0.6	4.0	0.2	16.9135	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	14.3628	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	14.1276	1.5	< 1.6	(0.0)	19.5714	1.6	< 1.2	(0.0)	3.0525	1.2									2.3	0.4	4.7760	0.8	< 0.7	(0.0)	3.6028	0.7	< 0.7	(0.0)	0.0000	0.7	5.6	0.4	16.3008	0.5	< 0.5	(0.0)	0.0000	0.5	
TM.A.3.10-20.16	TQ Powders	8/23/2018 3:08:07 PM	9.8151	0.0630	0.0023	5.6721	0.011	16.00	0.04	832.2321	0.0041	21.60	0.03	2079.8253	0.00001	0.02323	0.00066	8.2371	0.0016	0.01687	0.00050	6.3625	0.00057	0.00120	0.00014	2.3166	0.00063	0.04850	0.00038	117.5993	0.00024	0.00245	0.00008	16.5588	0.00021	6894	8	6255.5986	0.1	61.8	0.5	144.9564	0.5	142.2	0.6	434.7143	0.5	26200	30	16112.1945	0.1	< 3.0	(0.0)	1.2158	3.0	21.2	0.7	28.6343	1.1	7.9	0.6	13.4053	0.8	11.9	0.4	28.6343	0.5	13.9	0.3	44.4922	0.6	< 0.6	(0.6)	1.3730	0.6	4.0	0.2	19.6415	0.3	< 0.5	(0.0)	0.0000	0.5	4.3	0.1	28.5400	0.2	2.2	0.1	27.3766	0.2	352.2	1.3	730.4703	0.1	21.8	0.4	46.4065	0.8	2.9	0.3	10.2425	1.0	0.9	0.2	2.9776	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	3.7	0.1	37.1277	0.8	2.8	0.3	7.1537	0.6	3.5	0.2	15.1970	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	7.6726	0.7	< 1.0	(0.0)	8.4510	1.0	< 1.5	(0.0)	21.3747	1.5	< 1.6	(0.0)	19.3061	1.6	< 1.3	(0.4)	3.7732	1.3									2.3	0.4	4.6850	0.8	< 0.7	(0.0)	0.0000	0.7	< 0.7	(0.0)	0.0000	0.7	6.1	0.4	17.4720	0.5	< 0.5	(0.0)	0.0000	0.5	
TM.A.4.10-20.16	TQ Powders	8/23/2018 3:23:04 PM	9.5196	0.0458	0.0017	5.4308	0.011	16.13	0.04	844.5309	0.0040	21.39	0.03	2083.6351	0.00001	0.02970	0.00080	8.6635	0.0016	0.01613	0.00050	6.1270	0.00056	0.00234	0.00021	3.0973	0.00063	0.05342	0.00039	132.5354	0.00023	0.00364	0.00010	21.6139	0.00021	6431	8	5994.4529	0.1	57.3	0.5	137.7696	0.3	118.1	0.6	371.8741	0.4	24880	30	15729.4898	0.1	< 3.0	(0.0)	1.1822	3.0	20.3	0.6	28.2987	1.0	7.6	0.6	13.3630	0.7	10.2	0.3	25.3010	0.5	12.5	0.3	41.7251	0.6	< 0.5	(0.0)	0.0000	0.5	2.9	0.2	14.6507	0.3	< 0.5	(0.0)	0.0000	0.5	3.2	0.1	22.0500	0.2	2.2	0.1	29.0376	0.2	286.6	1.2	609.0590	0.3	18.9	0.4	41.6307	0.8	3.0	0.3	10.6159	0.9	0.7	0.2	2.5235	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.1)	2.1505	0.5	2.8	0.1	35.5272	0.8	2.3	0.3	5.9046	0.7	3.6	0.2	15.7747	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.2555	0.5	< 0.7	(0.0)	14.7802	0.7	< 1.0	(0.0)	6.8867	1.0	< 1.5	(0.0)	27.7207	1.5	< 1.6	(0.0)	21.3217	1.6	< 1.3	(0.5)	3.9582	1.3									1.9	0.4	4.0321	0.7	< 0.7	(0.0)	1.3722	0.7	< 0.7	(0.0)	0.0211	0.7	3.4	0.4	10.2281	0.5	< 0.5	(0.0)	0.0000	0.5	
TM.E.1.10-20.16	TQ Powders	8/23/2018 3:42:46 PM	10.7275	0.1457	0.0048	6.7462	0.012	17.18	0.04	904.1130	0.0014	17.25	0.03	1730.0858	0.00001	0.02951	0.00075	10.4223	0.0016	0.01362	0.00048	5.9327	0.00063	0.00063	0.00009	1.9946	0.00062	0.1740	0.0007	478.3006	0.00016	0.02954	0.00025	150.1394	0.00030	9462	10	9816.0640	0.1	82.0	0.6	215.7963	0.3	196.7	0.7	679.9848	0.4	49030	50	31712.2494	0.1	12.3	2.8	3.7093	10	39.2	0.9	47.7880	1.2	33.6	0.8	51.4271	0.9	23.7	0.5	51.5910	0.6	23.9	0.5	71.6353	0.6	< 0.5	(0.0)	0.0000	0.5	7.2	0.3	32.3658	0.3	< 0.5	(0.0)	0.0000	0.5	7.9	0.2	48.3497	0.3	7.7	0.2	83.8631	0.3	463.5	1.6	835.6307	0.1	34.4	0.5	62.5045	0.9	4.2	0.4	12.3070	1.2	1.1	0.2	3.5553	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.8716	0.4	3.6	0.1	36.4858	0.9	2.4	0.3	5.7557	0.7	3.7	0.2	15.1040	0.7	6.9	0.3	17.9010	0.9	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	4.4753	0.7	< 1.0	(0.0)	9.1370	1.0	30.3	0.9	117.5875	8.8	< 1.6	(0.0)	17.8913	1.6	3.3	0.4	6.8336	1.5									2.4	0.5	4.5869	0.9	< 0.7	(0.0)	2.9955	0.7	< 0.7	(0.0)	0.0000	0.7	16.5	0.6	40.3928	0.6	< 0.5	(0.0)	0.0000	0.5	
TM.E.2.10-20.16	TQ Powders	8/23/2018 3:56:32 PM	10.1637	0.1512	0.0049	6.8558	0.011	18.55	0.04	987.2670	0.00073	16.55	0.03	1641.6007	0.00001	0.03757	0.00091	10.8367	0.0015	0.01864	0.00052	7.8981	0.00059	< 0.00062	(0.00042)	1.8358	0.00061	0.07572	0.00046	209.1416	0.00024	0.07948	0.00036	380.7041	0.00022	9283	10	9676.3715	0.1	96.9	0.6	254.1244	0.6	179.3	0.7	624.0251	0.3	41980	40	27435.9754	0.1	< 3.0	(0.0)	1.3044	3.0	31.4	0.8	40.3323	1.2	15.9	0.7	25.5266	0.8	23.1	0.5	52.8496	0.6	19.7	0.4	62.1518	0.6	< 0.5	(0.0)	0.0000	0.5	6.2	0.3	29.2452	0.3	< 0.5	(0.0)	0.0000	0.5	6.0	0.2	38.6160	0.2	4.9	0.1	55.5842	0.3	343.6	1.3	647.5558	0.3	30.2	0.5	57.3602	0.9	3.0	0.3	9.8463	1.0	0.9	0.2	3.0000	0.5	< 0.5	(0.0)	0.0000	0.5	0.3	0.1	2.6763	0.3	4.2	0.1	37.6800	0.8	2.4	0.3	5.9003	0.7	4.2	0.2	16.7923	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	9.7219	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	34.9414	1.5	< 1.6	(0.0)	19.7371	1.6	< 1.2	(0.0)	2.3112	1.2									2.4	0.4	4.7483	0.8	< 0.7	(0.0)	3.2952	0.7	< 0.7	(0.0)	0.0000	0.7	11.7	0.5	30.1491	0.6	< 0.5	(0.0)	0.0000	0.5	
